label,review_text,total_words,total_characters,total_stopwords,total_punctuations,total_uppercases,tokens
0,happi stay knickerbock room nice staff excel abl stay per night thru pricelin incred bargain opinion hotel nice excel locat michigan ave best shop chicago found right around corner great locat close mani great attract neg would swim pool think common lot older hotel chicago would defin recommend place hope abl stay futur,129,673,30,24,17,"['happi', 'stay', 'knickerbock', 'room', 'nice', 'staff', 'excel', 'abl', 'stay', 'per', 'night', 'thru', 'pricelin', 'incred', 'bargain', 'opinion', 'hotel', 'nice', 'excel', 'locat', 'michigan', 'ave', 'best', 'shop', 'chicago', 'found', 'right', 'around', 'corner', 'great', 'locat', 'close', 'mani', 'great', 'attract', 'neg', 'would', 'swim', 'pool', 'think', 'common', 'lot', 'older', 'hotel', 'chicago', 'would', 'defin', 'recommend', 'place', 'hope', 'abl', 'stay', 'futur']"
0,review complain small room major citi found room quit comfort king bed realli nice furnish one featur like abil open window knikerbock small boutiqu hotel right michigan avenu best area chicago staff friendli help paid hotwir could found better room downtown chicago,77,428,16,9,12,"['review', 'complain', 'small', 'room', 'major', 'citi', 'found', 'room', 'quit', 'comfort', 'king', 'bed', 'realli', 'nice', 'furnish', 'one', 'featur', 'like', 'abil', 'open', 'window', 'knikerbock', 'small', 'boutiqu', 'hotel', 'right', 'michigan', 'avenu', 'best', 'area', 'chicago', 'staff', 'friendli', 'help', 'paid', 'hotwir', 'could', 'found', 'better', 'room', 'downtown', 'chicago']"
0,wife celebr anniversari knickerbock could treat better cab bag load cart walk hotel doorman room well appoint entir hotel staff friendli prime locat shop sightse nightlif,65,350,20,10,6,"['wife', 'celebr', 'anniversari', 'knickerbock', 'could', 'treat', 'better', 'cab', 'bag', 'load', 'cart', 'walk', 'hotel', 'doorman', 'room', 'well', 'appoint', 'entir', 'hotel', 'staff', 'friendli', 'prime', 'locat', 'shop', 'sightse', 'nightlif']"
0,famili stay hotel extend weekend trip juli bedroom suit great locat downtown chicago within walk distanc shop downtown tourist attract servic excel hotel staff friendli breakfast buffet good eat area get crowd recommend go earli room quiet clean highli recommend hotel famili travel stay day would stay park expens day valet cheapest self park could find area day valet park valet bell staff help friendli rd experi homewood suit differ citi great experi time,142,824,27,28,23,"['famili', 'stay', 'hotel', 'extend', 'weekend', 'trip', 'juli', 'bedroom', 'suit', 'great', 'locat', 'downtown', 'chicago', 'within', 'walk', 'distanc', 'shop', 'downtown', 'tourist', 'attract', 'servic', 'excel', 'hotel', 'staff', 'friendli', 'breakfast', 'buffet', 'good', 'eat', 'area', 'get', 'crowd', 'recommend', 'go', 'earli', 'room', 'quiet', 'clean', 'highli', 'recommend', 'hotel', 'famili', 'travel', 'stay', 'day', 'would', 'stay', 'park', 'expens', 'day', 'valet', 'cheapest', 'self', 'park', 'could', 'find', 'area', 'day', 'valet', 'park', 'valet', 'bell', 'staff', 'help', 'friendli', 'rd', 'experi', 'homewood', 'suit', 'differ', 'citi', 'great', 'experi', 'time']"
0,knickerbock hotel fantast old hotel updat room get old timey charm fresh comfort hotel fabul locat one minut walk cheesecak factori bloomingdal minut walk einstein bagel compani best bagel cream chees ever maci sak locat beat one end magnific mile make easi stroll start middl backtrack hotel staff super help friendli check smooth concierg cheryl amaz book dinner reserv activ us recommend incred restaur call carmin minut walk greatest italian restaur ever recommend room small small beauti big samsung flat screen cordless phone rain shower ampl clean towel beauti marbl countertop hotel room european charm made feel like star hotel europ bed comfort duvet soft like butter complaint housekeep woke us one morn knock door despit fact disturb sign answer ask come back later seem bit mif issu correct though happen night stay hotel uniqu item room servic menu ie grill chees mini tomato soup dip cute late night menu howev lack would nice see soup said rare order room servic vacat realli see big deal overal would recommend hotel without hesit think paid night would say worth far wonder experi truli look forward stay stay anywher els,385,2115,55,64,56,"['knickerbock', 'hotel', 'fantast', 'old', 'hotel', 'updat', 'room', 'get', 'old', 'timey', 'charm', 'fresh', 'comfort', 'hotel', 'fabul', 'locat', 'one', 'minut', 'walk', 'cheesecak', 'factori', 'bloomingdal', 'minut', 'walk', 'einstein', 'bagel', 'compani', 'best', 'bagel', 'cream', 'chees', 'ever', 'maci', 'sak', 'locat', 'beat', 'one', 'end', 'magnific', 'mile', 'make', 'easi', 'stroll', 'start', 'middl', 'backtrack', 'hotel', 'staff', 'super', 'help', 'friendli', 'check', 'smooth', 'concierg', 'cheryl', 'amaz', 'book', 'dinner', 'reserv', 'activ', 'us', 'recommend', 'incred', 'restaur', 'call', 'carmin', 'minut', 'walk', 'greatest', 'italian', 'restaur', 'ever', 'recommend', 'room', 'small', 'small', 'beauti', 'big', 'samsung', 'flat', 'screen', 'cordless', 'phone', 'rain', 'shower', 'ampl', 'clean', 'towel', 'beauti', 'marbl', 'countertop', 'hotel', 'room', 'european', 'charm', 'made', 'feel', 'like', 'star', 'hotel', 'europ', 'bed', 'comfort', 'duvet', 'soft', 'like', 'butter', 'complaint', 'housekeep', 'woke', 'us', 'one', 'morn', 'knock', 'door', 'despit', 'fact', 'disturb', 'sign', 'answer', 'ask', 'come', 'back', 'later', 'seem', 'bit', 'mif', 'issu', 'correct', 'though', 'happen', 'night', 'stay', 'hotel', 'uniqu', 'item', 'room', 'servic', 'menu', 'ie', 'grill', 'chees', 'mini', 'tomato', 'soup', 'dip', 'cute', 'late', 'night', 'menu', 'howev', 'lack', 'would', 'nice', 'see', 'soup', 'said', 'rare', 'order', 'room', 'servic', 'vacat', 'realli', 'see', 'big', 'deal', 'overal', 'would', 'recommend', 'hotel', 'without', 'hesit', 'think', 'paid', 'night', 'would', 'say', 'worth', 'far', 'wonder', 'experi', 'truli', 'look', 'forward', 'stay', 'stay', 'anywher', 'els']"
0,hotel magnific mini palac staff polit help profession e mail receiv left chicago concierg le offer get us ticket direct reserv anyth like see also got us upgrad room someon rude but line regist registri person said would upgrad room grant beauti suit complet king size bed jacuzzi bed linen comfort us slept late everi morn,107,602,25,19,9,"['hotel', 'magnific', 'mini', 'palac', 'staff', 'polit', 'help', 'profession', 'e', 'mail', 'receiv', 'left', 'chicago', 'concierg', 'le', 'offer', 'get', 'us', 'ticket', 'direct', 'reserv', 'anyth', 'like', 'see', 'also', 'got', 'us', 'upgrad', 'room', 'someon', 'rude', 'but', 'line', 'regist', 'registri', 'person', 'said', 'would', 'upgrad', 'room', 'grant', 'beauti', 'suit', 'complet', 'king', 'size', 'bed', 'jacuzzi', 'bed', 'linen', 'comfort', 'us', 'slept', 'late', 'everi', 'morn']"
0,first time chicago stay swissotel five night wonder place room th floor absolut clean nice breathtak lakeview breakfast perfect servic realli good peopl alway help littl bit far magnific mile loop front hotel buse number wait next turn real bu stop driver frindli get bu next time go chicago stay swissotel,86,523,20,14,11,"['first', 'time', 'chicago', 'stay', 'swissotel', 'five', 'night', 'wonder', 'place', 'room', 'th', 'floor', 'absolut', 'clean', 'nice', 'breathtak', 'lakeview', 'breakfast', 'perfect', 'servic', 'realli', 'good', 'peopl', 'alway', 'help', 'littl', 'bit', 'far', 'magnific', 'mile', 'loop', 'front', 'hotel', 'buse', 'number', 'wait', 'next', 'turn', 'real', 'bu', 'stop', 'driver', 'frindli', 'get', 'bu', 'next', 'time', 'go', 'chicago', 'stay', 'swissotel']"
0,daughter chicago one night attend three day confer elsewher illinoi chicago way home know stay chicago book one night sheraton chicago hotel tower base ad chicago visitor guid glad enjoy stay much room comfort well appoint wonder view citi want great view got also hotel within walk distanc mani attract access bu stop took train bu airport citi bad save us lot money elev room fast quick one alway avail found front desk staff friendli accommod downsid us book one night chicago wish could stay sheraton least anoth night would definit stay,192,1038,32,27,27,"['daughter', 'chicago', 'one', 'night', 'attend', 'three', 'day', 'confer', 'elsewher', 'illinoi', 'chicago', 'way', 'home', 'know', 'stay', 'chicago', 'book', 'one', 'night', 'sheraton', 'chicago', 'hotel', 'tower', 'base', 'ad', 'chicago', 'visitor', 'guid', 'glad', 'enjoy', 'stay', 'much', 'room', 'comfort', 'well', 'appoint', 'wonder', 'view', 'citi', 'want', 'great', 'view', 'got', 'also', 'hotel', 'within', 'walk', 'distanc', 'mani', 'attract', 'access', 'bu', 'stop', 'took', 'train', 'bu', 'airport', 'citi', 'bad', 'save', 'us', 'lot', 'money', 'elev', 'room', 'fast', 'quick', 'one', 'alway', 'avail', 'found', 'front', 'desk', 'staff', 'friendli', 'accommod', 'downsid', 'us', 'book', 'one', 'night', 'chicago', 'wish', 'could', 'stay', 'sheraton', 'least', 'anoth', 'night', 'would', 'definit', 'stay']"
0,want stay fabul hotel citi will pay littl extra recommend place also pay extra corner room view citi spectacular short walk michigan avenu excel servic valet concierg lobbi agent waitstaff restaur food restaur great room servic shabbi either well worth money,74,427,15,15,9,"['want', 'stay', 'fabul', 'hotel', 'citi', 'will', 'pay', 'littl', 'extra', 'recommend', 'place', 'also', 'pay', 'extra', 'corner', 'room', 'view', 'citi', 'spectacular', 'short', 'walk', 'michigan', 'avenu', 'excel', 'servic', 'valet', 'concierg', 'lobbi', 'agent', 'waitstaff', 'restaur', 'food', 'restaur', 'great', 'room', 'servic', 'shabbi', 'either', 'well', 'worth', 'money']"
0,lucki enough get star hotel pricelin luckier got knickerbock check check hotel staff extrem help friendli room small cozi read review guest somewhat scare would find must stay differ hotel frequent travel felt room hotel met star rate ye room bathroom small histor hotel big citi decor qualiti met expect lobbi bar invit overal would stay,126,661,25,20,16,"['lucki', 'enough', 'get', 'star', 'hotel', 'pricelin', 'luckier', 'got', 'knickerbock', 'check', 'check', 'hotel', 'staff', 'extrem', 'help', 'friendli', 'room', 'small', 'cozi', 'read', 'review', 'guest', 'somewhat', 'scare', 'would', 'find', 'must', 'stay', 'differ', 'hotel', 'frequent', 'travel', 'felt', 'room', 'hotel', 'met', 'star', 'rate', 'ye', 'room', 'bathroom', 'small', 'histor', 'hotel', 'big', 'citi', 'decor', 'qualiti', 'met', 'expect', 'lobbi', 'bar', 'invit', 'overal', 'would', 'stay']"
0,book hotel directli hotel websit arriv tire ireland find mislaid book room night room rest week book anoth nice downtown hotel paid taxi hotel night accommod return hotel next day upgrad club level realli impress hotel everyth could make earlier mistak unprompt cours hotel particularli nd floor excel definit back,116,633,27,18,10,"['book', 'hotel', 'directli', 'hotel', 'websit', 'arriv', 'tire', 'ireland', 'find', 'mislaid', 'book', 'room', 'night', 'room', 'rest', 'week', 'book', 'anoth', 'nice', 'downtown', 'hotel', 'paid', 'taxi', 'hotel', 'night', 'accommod', 'return', 'hotel', 'next', 'day', 'upgrad', 'club', 'level', 'realli', 'impress', 'hotel', 'everyth', 'could', 'make', 'earlier', 'mistak', 'unprompt', 'cours', 'hotel', 'particularli', 'nd', 'floor', 'excel', 'definit', 'back']"
0,quaint warm friendli place stay accomod dble bed bathroom fine bit small compar usa hotel compar european travel place palati would def stay locat great,41,257,6,19,7,"['quaint', 'warm', 'friendli', 'place', 'stay', 'accomod', 'dble', 'bed', 'bathroom', 'fine', 'bit', 'small', 'compar', 'usa', 'hotel', 'compar', 'european', 'travel', 'place', 'palati', 'would', 'def', 'stay', 'locat', 'great']"
0,strand chicago two day sinc flight home cancel airlin put us touch hotel com found us room sheraton tower long frustrat day end us still chicago arriv sheraton joy entir staff wonder bell staff great help us final let go heavi bag jonathan check help us room upgrad us time enjoy locat facil properti unexpect stay would highli recommend locat other say enough staff chicago futur definit return,135,725,26,14,14,"['strand', 'chicago', 'two', 'day', 'sinc', 'flight', 'home', 'cancel', 'airlin', 'put', 'us', 'touch', 'hotel', 'com', 'found', 'us', 'room', 'sheraton', 'tower', 'long', 'frustrat', 'day', 'end', 'us', 'still', 'chicago', 'arriv', 'sheraton', 'joy', 'entir', 'staff', 'wonder', 'bell', 'staff', 'great', 'help', 'us', 'final', 'let', 'go', 'heavi', 'bag', 'jonathan', 'check', 'help', 'us', 'room', 'upgrad', 'us', 'time', 'enjoy', 'locat', 'facil', 'properti', 'unexpect', 'stay', 'would', 'highli', 'recommend', 'locat', 'other', 'say', 'enough', 'staff', 'chicago', 'futur', 'definit', 'return']"
0,first trip back chicago year perfect chose knickerbock read room recent renov top great locat michigan avenu rush street downtown chicago must say impress guestroom stay prior definit refresh seen photo post review guestroom nice decor modern feel good size histor hotel bed wonder need get pillow top mattress home use internet access issu love larger screen tv shower fun differ type shower head choos bathroom fresh new granit tile anxiou get back chicago year would highli recommend hotel fantast guestroom locat staff ad digit pictur room complet differ one saw previou review new renov,198,1074,37,25,34,"['first', 'trip', 'back', 'chicago', 'year', 'perfect', 'chose', 'knickerbock', 'read', 'room', 'recent', 'renov', 'top', 'great', 'locat', 'michigan', 'avenu', 'rush', 'street', 'downtown', 'chicago', 'must', 'say', 'impress', 'guestroom', 'stay', 'prior', 'definit', 'refresh', 'seen', 'photo', 'post', 'review', 'guestroom', 'nice', 'decor', 'modern', 'feel', 'good', 'size', 'histor', 'hotel', 'bed', 'wonder', 'need', 'get', 'pillow', 'top', 'mattress', 'home', 'use', 'internet', 'access', 'issu', 'love', 'larger', 'screen', 'tv', 'shower', 'fun', 'differ', 'type', 'shower', 'head', 'choos', 'bathroom', 'fresh', 'new', 'granit', 'tile', 'anxiou', 'get', 'back', 'chicago', 'year', 'would', 'highli', 'recommend', 'hotel', 'fantast', 'guestroom', 'locat', 'staff', 'ad', 'digit', 'pictur', 'room', 'complet', 'differ', 'one', 'saw', 'previou', 'review', 'new', 'renov']"
0,perfect locat clean courteou staff ad great stay area plenti store mile restaur hotel lobbi th floor elev get annoyingli slow overal would highli recommend place regardless famili friend busi subway wrigley block away front door,74,398,20,9,8,"['perfect', 'locat', 'clean', 'courteou', 'staff', 'ad', 'great', 'stay', 'area', 'plenti', 'store', 'mile', 'restaur', 'hotel', 'lobbi', 'th', 'floor', 'elev', 'get', 'annoyingli', 'slow', 'overal', 'would', 'highli', 'recommend', 'place', 'regardless', 'famili', 'friend', 'busi', 'subway', 'wrigley', 'block', 'away', 'front', 'door']"
0,stay three night checheck wait minut special request made room quiet comfort mark improv last time stay year ago renov great maintain old time charm hotel,56,335,14,15,10,"['stay', 'three', 'night', 'checheck', 'wait', 'minut', 'special', 'request', 'made', 'room', 'quiet', 'comfort', 'mark', 'improv', 'last', 'time', 'stay', 'year', 'ago', 'renov', 'great', 'maintain', 'old', 'time', 'charm', 'hotel']"
0,boyfriend amaz breathtak view lake michigan texa view citi import us problem hotel room servic locat top notch,41,220,15,8,7,"['boyfriend', 'amaz', 'breathtak', 'view', 'lake', 'michigan', 'texa', 'view', 'citi', 'import', 'us', 'problem', 'hotel', 'room', 'servic', 'locat', 'top', 'notch']"
0,third trip chicago year love citi everi time stay differ downtown hotel swissotel definit favourit come back juli see play wick second time swissotel need tri hotel locat good financi district magnific mile room spotless quiet view amaz elev fast comfort bed friendli servic mani noisi siren even watch navi pier firework bed best anniversari ever would recommend swissotel everyon,118,666,26,20,23,"['third', 'trip', 'chicago', 'year', 'love', 'citi', 'everi', 'time', 'stay', 'differ', 'downtown', 'hotel', 'swissotel', 'definit', 'favourit', 'come', 'back', 'juli', 'see', 'play', 'wick', 'second', 'time', 'swissotel', 'need', 'tri', 'hotel', 'locat', 'good', 'financi', 'district', 'magnific', 'mile', 'room', 'spotless', 'quiet', 'view', 'amaz', 'elev', 'fast', 'comfort', 'bed', 'friendli', 'servic', 'mani', 'noisi', 'siren', 'even', 'watch', 'navi', 'pier', 'firework', 'bed', 'best', 'anniversari', 'ever', 'would', 'recommend', 'swissotel', 'everyon']"
0,stay altern spot friend wed price cost stay similar hotel area first minus standard room small want littl space might want upgrad sinc hotel recent rehab see stuff cover paint realli view hotel pluss shower awesom probabl one best hotel shower seen rain shower wand great pressur enclosur leak like lot shower stall nice fixtur finish room top notch modern clean bed great better hotel promot bed great night sleep overal great space trip go spend much time room town confer work need spread stuff might work anyon els realli like experi care travel nice bed good shower relax long day good spot,237,1212,46,41,32,"['stay', 'altern', 'spot', 'friend', 'wed', 'price', 'cost', 'stay', 'similar', 'hotel', 'area', 'first', 'minus', 'standard', 'room', 'small', 'want', 'littl', 'space', 'might', 'want', 'upgrad', 'sinc', 'hotel', 'recent', 'rehab', 'see', 'stuff', 'cover', 'paint', 'realli', 'view', 'hotel', 'pluss', 'shower', 'awesom', 'probabl', 'one', 'best', 'hotel', 'shower', 'seen', 'rain', 'shower', 'wand', 'great', 'pressur', 'enclosur', 'leak', 'like', 'lot', 'shower', 'stall', 'nice', 'fixtur', 'finish', 'room', 'top', 'notch', 'modern', 'clean', 'bed', 'great', 'better', 'hotel', 'promot', 'bed', 'great', 'night', 'sleep', 'overal', 'great', 'space', 'trip', 'go', 'spend', 'much', 'time', 'room', 'town', 'confer', 'work', 'need', 'spread', 'stuff', 'might', 'work', 'anyon', 'els', 'realli', 'like', 'experi', 'care', 'travel', 'nice', 'bed', 'good', 'shower', 'relax', 'long', 'day', 'good', 'spot']"
0,love hotel one best stay lobbi beauti room nice comfort made servic terrif matter time left room made came back ask maid coupl extra nice friendli like hotel staff nice friendli daughter girl weekend thursday sunday everyon doorman concierg peopl desk etc wonder say enough good hotel ye bathroom small move room stay day hardli room anyway definit stay,149,754,33,18,18,"['love', 'hotel', 'one', 'best', 'stay', 'lobbi', 'beauti', 'room', 'nice', 'comfort', 'made', 'servic', 'terrif', 'matter', 'time', 'left', 'room', 'made', 'came', 'back', 'ask', 'maid', 'coupl', 'extra', 'nice', 'friendli', 'like', 'hotel', 'staff', 'nice', 'friendli', 'daughter', 'girl', 'weekend', 'thursday', 'sunday', 'everyon', 'doorman', 'concierg', 'peopl', 'desk', 'etc', 'wonder', 'say', 'enough', 'good', 'hotel', 'ye', 'bathroom', 'small', 'move', 'room', 'stay', 'day', 'hardli', 'room', 'anyway', 'definit', 'stay']"
0,greet staff excel custom servic skill room pleasant surpris flat screen tv full size shower rain showerhead hand held shower wand wall attach toilet flush option wall comfort bed love light option etc size room snug comfort would histor hotel also quiet know hotel sold sister room next door hear tv also love walk less block shop restaur north michigan avenu,113,621,20,22,15,"['greet', 'staff', 'excel', 'custom', 'servic', 'skill', 'room', 'pleasant', 'surpris', 'flat', 'screen', 'tv', 'full', 'size', 'shower', 'rain', 'showerhead', 'hand', 'held', 'shower', 'wand', 'wall', 'attach', 'toilet', 'flush', 'option', 'wall', 'comfort', 'bed', 'love', 'light', 'option', 'etc', 'size', 'room', 'snug', 'comfort', 'would', 'histor', 'hotel', 'also', 'quiet', 'know', 'hotel', 'sold', 'sister', 'room', 'next', 'door', 'hear', 'tv', 'also', 'love', 'walk', 'less', 'block', 'shop', 'restaur', 'north', 'michigan', 'avenu']"
0,one favorit sheraton starwood properti stay lot hotel mostli starwood chi around favorit base cost amen downtown locat realli like begin unload taxi greet nick year give best greet la ny alway happi obvious love job peopl front desk alway nice effici like workout roberta run fit center anoth one love job serv guest well great lake river view work particular trip caught pinch howev christi former mgr abl take care frequent guest consid minor miracl base hotel avail maid th floor friendli effici anoth great experi,158,886,33,24,26,"['one', 'favorit', 'sheraton', 'starwood', 'properti', 'stay', 'lot', 'hotel', 'mostli', 'starwood', 'chi', 'around', 'favorit', 'base', 'cost', 'amen', 'downtown', 'locat', 'realli', 'like', 'begin', 'unload', 'taxi', 'greet', 'nick', 'year', 'give', 'best', 'greet', 'la', 'ny', 'alway', 'happi', 'obvious', 'love', 'job', 'peopl', 'front', 'desk', 'alway', 'nice', 'effici', 'like', 'workout', 'roberta', 'run', 'fit', 'center', 'anoth', 'one', 'love', 'job', 'serv', 'guest', 'well', 'great', 'lake', 'river', 'view', 'work', 'particular', 'trip', 'caught', 'pinch', 'howev', 'christi', 'former', 'mgr', 'abl', 'take', 'care', 'frequent', 'guest', 'consid', 'minor', 'miracl', 'base', 'hotel', 'avail', 'maid', 'th', 'floor', 'friendli', 'effici', 'anoth', 'great', 'experi']"
0,husband teenag son stay hotel last august transfer tour oper sent us terribl hotel side chicago complain ask us transfer sheraton arrang us stay mani hotel life best room although know largest beauti clean everi amen need also superb view river lake entranc hall sheraton imress leisur centr fact area fantast best thing hotel though staff bellboy receptionist dine staff concierg one courteou help one conciergi spent fifteen minut phone tri locat specif pair trainer son beyond call would say cannot reccomend hotel highli enough breakfast buffet cost dollar could eat much like take long like last us day choic stay think enjoy sheraton,234,1223,41,25,27,"['husband', 'teenag', 'son', 'stay', 'hotel', 'last', 'august', 'transfer', 'tour', 'oper', 'sent', 'us', 'terribl', 'hotel', 'side', 'chicago', 'complain', 'ask', 'us', 'transfer', 'sheraton', 'arrang', 'us', 'stay', 'mani', 'hotel', 'life', 'best', 'room', 'although', 'know', 'largest', 'beauti', 'clean', 'everi', 'amen', 'need', 'also', 'superb', 'view', 'river', 'lake', 'entranc', 'hall', 'sheraton', 'imress', 'leisur', 'centr', 'fact', 'area', 'fantast', 'best', 'thing', 'hotel', 'though', 'staff', 'bellboy', 'receptionist', 'dine', 'staff', 'concierg', 'one', 'courteou', 'help', 'one', 'conciergi', 'spent', 'fifteen', 'minut', 'phone', 'tri', 'locat', 'specif', 'pair', 'trainer', 'son', 'beyond', 'call', 'would', 'say', 'can', 'not', 'reccomend', 'hotel', 'highli', 'enough', 'breakfast', 'buffet', 'cost', 'dollar', 'could', 'eat', 'much', 'like', 'take', 'long', 'like', 'last', 'us', 'day', 'choic', 'stay', 'think', 'enjoy', 'sheraton']"
0,stay memori weekend nite room great hotel alway love breakfast morn drink even applic around corner magnific mile close lot restaur staff great even check earli noon room avail less hour later fresh fruit avail us bell guy cool suit small side compar homewood complaint hous clean kept room clean felt safe,82,498,18,15,10,"['stay', 'memori', 'weekend', 'nite', 'room', 'great', 'hotel', 'alway', 'love', 'breakfast', 'morn', 'drink', 'even', 'applic', 'around', 'corner', 'magnific', 'mile', 'close', 'lot', 'restaur', 'staff', 'great', 'even', 'check', 'earli', 'noon', 'room', 'avail', 'less', 'hour', 'later', 'fresh', 'fruit', 'avail', 'us', 'bell', 'guy', 'cool', 'suit', 'small', 'side', 'compar', 'homewood', 'complaint', 'hous', 'clean', 'kept', 'room', 'clean', 'felt', 'safe']"
0,tri millennium knickerbock stay chicago stay enjoy drake intercontinent other alway come back knickerbock charli doorman duti pull welcom probabl ask name want call name everi time see visit somehow even let employe know name sudden doorman receptionist bellman waiter refer name employe make hotel ye everyth offer like hotel other fine peopl includ clean staff folk tri like look forward next visit alreadi,146,808,32,33,19,"['tri', 'millennium', 'knickerbock', 'stay', 'chicago', 'stay', 'enjoy', 'drake', 'intercontinent', 'other', 'alway', 'come', 'back', 'knickerbock', 'charli', 'doorman', 'duti', 'pull', 'welcom', 'probabl', 'ask', 'name', 'want', 'call', 'name', 'everi', 'time', 'see', 'visit', 'somehow', 'even', 'let', 'employe', 'know', 'name', 'sudden', 'doorman', 'receptionist', 'bellman', 'waiter', 'refer', 'name', 'employe', 'make', 'hotel', 'ye', 'everyth', 'offer', 'like', 'hotel', 'other', 'fine', 'peopl', 'includ', 'clean', 'staff', 'folk', 'tri', 'like', 'look', 'forward', 'next', 'visit', 'alreadi']"
0,book room swissotel hotwir unbeliev rate extrem impress swissotel staff polit cater everi need room overs clean larg bathroom partial view lake michigan ad bonu nd floor spotless workout room pool view citi lake side spectacular sat hot tub look navi pier wait go swissotel,99,522,21,17,16,"['book', 'room', 'swissotel', 'hotwir', 'unbeliev', 'rate', 'extrem', 'impress', 'swissotel', 'staff', 'polit', 'cater', 'everi', 'need', 'room', 'overs', 'clean', 'larg', 'bathroom', 'partial', 'view', 'lake', 'michigan', 'ad', 'bonu', 'nd', 'floor', 'spotless', 'workout', 'room', 'pool', 'view', 'citi', 'lake', 'side', 'spectacular', 'sat', 'hot', 'tub', 'look', 'navi', 'pier', 'wait', 'go', 'swissotel']"
0,book via pricelin sure like sheraton fallen cliff hotel absolut surpass expect despit book pricelin treat like king let check earli gave beauti room even went far look starwood number could get credit stay staff unfailingli pleasant properti immacul room comfort highli recommend hotel,86,485,19,14,13,"['book', 'via', 'pricelin', 'sure', 'like', 'sheraton', 'fallen', 'cliff', 'hotel', 'absolut', 'surpass', 'expect', 'despit', 'book', 'pricelin', 'treat', 'like', 'king', 'let', 'check', 'earli', 'gave', 'beauti', 'room', 'even', 'went', 'far', 'look', 'starwood', 'number', 'could', 'get', 'credit', 'stay', 'staff', 'unfailingli', 'pleasant', 'properti', 'immacul', 'room', 'comfort', 'highli', 'recommend', 'hotel']"
0,stay hotel night want stay downtown chicago hotel right next john hancock build walk distanc mani shop restaur everyth els valet peopl front desk peopl friendli help best thing hotel awesom locat room suit choos king doubl insid room get anoth sofa bed live room area get tv also roof top pool look michigan lake love also,106,577,25,14,16,"['stay', 'hotel', 'night', 'want', 'stay', 'downtown', 'chicago', 'hotel', 'right', 'next', 'john', 'hancock', 'build', 'walk', 'distanc', 'mani', 'shop', 'restaur', 'everyth', 'els', 'valet', 'peopl', 'front', 'desk', 'peopl', 'friendli', 'help', 'best', 'thing', 'hotel', 'awesom', 'locat', 'room', 'suit', 'choos', 'king', 'doubl', 'insid', 'room', 'get', 'anoth', 'sofa', 'bed', 'live', 'room', 'area', 'get', 'tv', 'also', 'roof', 'top', 'pool', 'look', 'michigan', 'lake', 'love', 'also']"
0,recent celebr th anniversari chicago stay sheraton chicago hotel tower look gizillion place chose one locat navi pier go dinner cruis odyssey navi pier hotel short walk unless wear heel navi pier found way home cab ride worth blister also short walk michigan ave shop comfort shoe perhap chose hotel locat view also terrif time lake view navi pier previou trip river lake view nice hotel nice sever restaur although tri burger place downstair sure smell good though end bubba gump navi pier good room spaciou clean kind germaphob clean import saniti bottom level door lead right riverwalk cool water fountain obvious highli recommend hotel chicago,202,1118,32,47,55,"['recent', 'celebr', 'th', 'anniversari', 'chicago', 'stay', 'sheraton', 'chicago', 'hotel', 'tower', 'look', 'gizillion', 'place', 'chose', 'one', 'locat', 'navi', 'pier', 'go', 'dinner', 'cruis', 'odyssey', 'navi', 'pier', 'hotel', 'short', 'walk', 'unless', 'wear', 'heel', 'navi', 'pier', 'found', 'way', 'home', 'cab', 'ride', 'worth', 'blister', 'also', 'short', 'walk', 'michigan', 'ave', 'shop', 'comfort', 'shoe', 'perhap', 'chose', 'hotel', 'locat', 'view', 'also', 'terrif', 'time', 'lake', 'view', 'navi', 'pier', 'previou', 'trip', 'river', 'lake', 'view', 'nice', 'hotel', 'nice', 'sever', 'restaur', 'although', 'tri', 'burger', 'place', 'downstair', 'sure', 'smell', 'good', 'though', 'end', 'bubba', 'gump', 'navi', 'pier', 'good', 'room', 'spaciou', 'clean', 'kind', 'germaphob', 'clean', 'import', 'saniti', 'bottom', 'level', 'door', 'lead', 'right', 'riverwalk', 'cool', 'water', 'fountain', 'obvious', 'highli', 'recommend', 'hotel', 'chicago']"
0,recent stay hotel famili terrif experi land hotel pricelin per night paid addit per night suit st floor two young boy love view unbeliev pool nd floor easili access found employe interfac friendli accommod would love stay,84,449,22,13,7,"['recent', 'stay', 'hotel', 'famili', 'terrif', 'experi', 'land', 'hotel', 'pricelin', 'per', 'night', 'paid', 'addit', 'per', 'night', 'suit', 'st', 'floor', 'two', 'young', 'boy', 'love', 'view', 'unbeliev', 'pool', 'nd', 'floor', 'easili', 'access', 'found', 'employe', 'interfac', 'friendli', 'accommod', 'would', 'love', 'stay']"
